review_id,source,app_id,author_name,review_text,rating,thumbs_up,review_timestamp,last_update_timestamp,app_version,device,os_version,language,country,developer_response,response_timestamp
rev_0033,google_play,com.example.myapp,User 33,Son güncellemeden sonra uygulama sürekli çöküyor. Lütfen acil çözün.,1,1,2026-01-16T01:10:00Z,2026-01-16T02:10:00Z,3.1.0,Samsung Galaxy A54,Android 13,en,TR,,
rev_0034,app_store,com.example.myapp,User 34,"Keşke offline mod olsa. Tekrar denedim, değişmedi.",4,20,2026-01-16T21:52:00Z,2026-01-16T22:52:00Z,3.1.1,iPhone SE (2022),iOS 16,tr,TR,,
rev_0035,google_play,com.example.myapp,User 35,Keşke offline mod olsa. (Pixel 7 kullanıyorum),4,18,2026-01-17T20:41:00Z,2026-01-17T20:51:00Z,3.1.1,Samsung Galaxy S22,Android 14,en,TR,,
rev_0036,app_store,com.example.myapp,User 36,Bende de var: Arama özelliği bazen sonuç döndürmüyor.,3,0,2026-01-11T04:06:00Z,2026-01-11T04:16:00Z,3.1.1,iPhone 12,iOS 16,fr,FR,,
rev_0037,app_store,com.example.myapp,User 37,App Store version is smoother than Android. — can you fix this?,4,17,2026-01-15T19:02:00Z,2026-01-15T19:32:00Z,3.1.0,iPad Air (5th gen),iOS 17,en,US,,
rev_0038,app_store,com.example.myapp,User 38,App crashes on iPad when rotating screen!,2,16,2026-01-18T03:27:00Z,2026-01-18T03:27:00Z,3.1.0,iPhone 15,iPadOS 17,tr,TR,,
rev_0039,app_store,com.example.myapp,User 39,Favorilere ekleme bazen kaydetmiyor.,3,6,2026-01-17T08:25:00Z,2026-01-17T08:55:00Z,3.2.0,iPhone 12,iPadOS 17,fr,FR,,
rev_0040,app_store,com.example.myapp,User 40,Payment screen stuck on loading!,1,12,2026-01-23T12:36:00Z,2026-01-23T12:36:00Z,3.1.0,iPhone 14 Pro,iOS 16,fr,FR,"Geri bildiriminiz için teşekkürler, sorunu inceliyoruz.",2026-01-25T04:36:00Z
rev_0041,app_store,com.example.myapp,User 41,App keeps logging me out!,2,0,2026-01-20T11:50:00Z,2026-01-20T12:50:00Z,3.2.1,iPhone SE (2022),iPadOS 17,en,TR,,
rev_0042,google_play,com.example.myapp,User 42,The new onboarding is confusing. — can you fix this?,3,11,2026-01-24T17:19:00Z,2026-01-24T17:19:00Z,3.1.0,OnePlus 10T,Android 14,en,US,,
rev_0043,google_play,com.example.myapp,User 43,"Uygulama açılışta takılıyor, cache temizlemek zorunda kalıyorum. (Pixel 7 kullanıyorum)",2,8,2026-01-14T12:45:00Z,2026-01-14T13:15:00Z,3.2.1,Samsung Galaxy S22,Android 12,en,TR,Sorunu çözmek için lütfen uygulamayı güncelleyip tekrar deneyin.,2026-01-15T22:15:00Z
rev_0044,google_play,com.example.myapp,User 44,Push bildirimleri gecikmeli geliyor. Lütfen acil çözün.,3,1,2026-01-20T06:03:00Z,2026-01-20T06:13:00Z,3.2.1,Samsung Galaxy S22,Android 13,tr,TR,,
rev_0045,google_play,com.example.myapp,User 45,Please fix Turkish characters in search. (Pixel 7 kullanıyorum),3,16,2026-01-23T10:52:00Z,2026-01-23T11:22:00Z,3.2.0,Google Pixel 7,Android 12,tr,TR,,
rev_0046,app_store,com.example.myapp,User 46,"Everything is fine but fonts are too small. Tekrar denedim, değişmedi.",4,7,2026-01-26T09:15:00Z,2026-01-26T10:15:00Z,3.1.1,iPhone SE (2022),iOS 16,fr,FR,,
rev_0047,app_store,com.example.myapp,User 47,"Bende de var: Uygulama açılışta takılıyor, cache temizlemek zorunda kalıyorum.",2,7,2026-01-17T04:57:00Z,2026-01-17T05:07:00Z,3.1.1,iPhone SE (2022),iPadOS 17,fr,FR,Thanks for reporting—our team is investigating.,2026-01-18T12:07:00Z
rev_0048,app_store,com.example.myapp,User 48,Uygulama çok yavaş açılıyor ve kasıyor. (Pixel 7 kullanıyorum),2,3,2026-01-20T07:26:00Z,2026-01-20T07:26:00Z,3.2.1,iPad Air (5th gen),iOS 16,en,TR,Sorunu çözmek için lütfen uygulamayı güncelleyip tekrar deneyin.,2026-01-22T10:26:00Z
rev_0049,google_play,com.example.myapp,User 49,Bende de var: Login sonrası siyah ekran oluyor.,1,0,2026-01-21T20:47:00Z,2026-01-21T21:17:00Z,3.2.0,Google Pixel 7,Android 13,fr,FR,,
rev_0050,google_play,com.example.myapp,User 50,App Store version is smoother than Android. (Pixel 7 kullanıyorum),5,16,2026-01-25T19:10:00Z,2026-01-25T20:10:00Z,3.2.0,Samsung Galaxy A54,Android 13,de,DE,,
